"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","phlrr2019",,,,"User:","root"
"Cmdline:","dstat -cdnmgyr --output all-utils.csv",,,,"Date:","23 Apr 2020 20:57:24 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"system",,"io/total",
20.279,12.290,25.726,41.562,0.0,0.143,557285376.0,8192.0,8405808.0,8398326.0,66506768384.0,54607872.0,4.73157971968e+11,1226706944.0,0.0,0.0,13721.0,11092.0,4047.0,2.0
24.346,12.406,27.286,35.855,0.0,0.108,557232128.0,0.0,8400582.0,8402366.0,66479390720.0,54603776.0,4.731163648e+11,1295695872.0,0.0,0.0,15492.0,11996.0,4127.0,0.0
18.061,10.628,28.582,42.657,0.0,0.072,556924928.0,110592.0,930.0,22480.0,66534432768.0,54603776.0,4.73133699072e+11,1223319552.0,0.0,0.0,9045.0,10678.0,3856.0,2.0
26.996,12.424,32.474,28.034,0.0,0.072,550965248.0,0.0,8406246.0,8400988.0,66359947264.0,54603776.0,4.73281200128e+11,1250304000.0,0.0,0.0,10656.0,12236.0,4196.0,0.0
22.127,13.062,19.772,44.897,0.0,0.143,558120960.0,36864.0,1142.0,22612.0,66535374848.0,54611968.0,4.72394866688e+11,1961201664.0,0.0,0.0,9343.0,11160.0,3848.0,4.0
23.027,12.339,26.650,37.912,0.0,0.072,558366720.0,12288.0,16810276.0,16773946.0,66614796288.0,54620160.0,4.72955621376e+11,1321017344.0,0.0,0.0,10134.0,11205.0,3931.0,2.0
22.568,11.874,28.398,37.053,0.0,0.107,558174208.0,0.0,1012.0,22568.0,66362736640.0,54620160.0,4.7333832704e+11,1190371328.0,0.0,0.0,9617.0,11097.0,3903.0,0.0
22.442,12.496,31.849,33.142,0.0,0.072,557400064.0,28672.0,8403982.0,8398566.0,66608365568.0,54611968.0,4.73090891776e+11,1192185856.0,0.0,0.0,12466.0,12114.0,4268.0,7.0
24.329,13.059,23.614,38.891,0.0,0.107,558288896.0,0.0,840.0,22404.0,66359947264.0,54611968.0,4.73304428544e+11,1227067392.0,0.0,0.0,33969.0,11555.0,3894.0,0.0
24.460,13.094,30.971,31.367,0.0,0.108,558014464.0,16384.0,8403510.0,8399316.0,66442952704.0,54628352.0,4.73234935808e+11,1213538304.0,0.0,0.0,10750.0,11932.0,4217.0,2.0
23.915,12.370,35.389,28.182,0.0,0.143,558161920.0,0.0,840.0,22404.0,66592460800.0,54628352.0,4.73107410944e+11,1191555072.0,0.0,0.0,14321.0,11803.0,4164.0,0.0
22.198,12.173,32.044,33.441,0.0,0.143,424071168.0,12288.0,8404688.0,8399520.0,66337894400.0,54636544.0,4.73246429184e+11,1307095040.0,0.0,0.0,7918.0,8430.0,2617.0,2.0
25.573,13.789,28.223,32.307,0.0,0.107,478461952.0,12288.0,8404416.0,8398928.0,66469818368.0,54636544.0,4.71465721856e+11,2955878400.0,0.0,0.0,10192.0,10388.0,3252.0,1.0
27.338,12.827,27.159,32.497,0.0,0.179,507252736.0,0.0,840.0,22404.0,66848927744.0,54640640.0,4.71967981568e+11,2074505216.0,0.0,0.0,9681.0,10717.0,3564.0,0.0
19.670,11.788,24.507,43.891,0.0,0.143,468209664.0,32768.0,8402770.0,8398986.0,66615668736.0,54648832.0,4.72439025664e+11,1836711936.0,0.0,0.0,7497.0,8174.0,2725.0,3.0
27.615,13.539,41.082,17.479,0.0,0.287,515358720.0,45056.0,900.0,22404.0,66542350336.0,54648832.0,4.72951824384e+11,1397231616.0,0.0,0.0,11499.0,11737.0,3979.0,5.0
21.595,13.657,32.928,31.713,0.0,0.107,461037568.0,0.0,8402304.0,8400146.0,66315714560.0,54648832.0,4.73358065664e+11,1217626112.0,0.0,0.0,8459.0,8817.0,2875.0,0.0
28.474,13.539,21.777,35.996,0.0,0.215,546451456.0,32768.0,8405622.0,8399538.0,66328944640.0,54657024.0,4.73354850304e+11,1207603200.0,0.0,0.0,10246.0,11424.0,3688.0,4.0
24.553,13.831,27.734,33.667,0.0,0.214,557785088.0,0.0,8404012.0,8397976.0,66496577536.0,54661120.0,4.73196199936e+11,1198616576.0,0.0,0.0,9676.0,11454.0,3947.0,0.0
25.233,13.835,16.882,43.978,0.0,0.072,559681536.0,81920.0,1110.0,22540.0,66388553728.0,54677504.0,4.73290928128e+11,1211895808.0,0.0,0.0,18569.0,11419.0,3908.0,8.0
24.793,13.242,23.606,38.323,0.0,0.036,559374336.0,0.0,8396226.0,8401846.0,66290802688.0,54677504.0,4.73391968256e+11,1208606720.0,0.0,0.0,10351.0,11247.0,3962.0,0.0
28.014,13.953,17.460,40.429,0.0,0.143,559919104.0,0.0,8404002.0,8399470.0,66393153536.0,54677504.0,4.73304403968e+11,1193820160.0,0.0,0.0,10764.0,11743.0,3914.0,0.0
28.387,14.337,42.544,14.660,0.0,0.072,392724480.0,0.0,8401915.0,8398276.0,66406367232.0,54677504.0,4.71100801024e+11,3384209408.0,0.0,0.0,8570.0,10067.0,3002.0,0.0
21.901,13.541,14.255,50.232,0.0,0.071,559153152.0,0.0,840.0,22428.0,66331906048.0,54677504.0,4.71658983424e+11,2900488192.0,0.0,0.0,8452.0,9780.0,3446.0,0.0
30.036,13.849,28.309,27.662,0.0,0.144,555012096.0,65536.0,8404638.0,8399604.0,66266083328.0,54693888.0,4.72211812352e+11,2413465600.0,0.0,0.0,11560.0,12708.0,4316.0,4.0
25.170,13.157,18.806,42.724,0.0,0.143,557559808.0,0.0,8402964.0,8398942.0,66315091968.0,54697984.0,4.72770490368e+11,1805774848.0,0.0,0.0,10053.0,10995.0,3791.0,0.0
28.009,14.291,20.308,37.321,0.0,0.072,524173312.0,0.0,8404206.0,8400394.0,66193313792.0,54697984.0,4.73297584128e+11,1400459264.0,0.0,0.0,10321.0,11121.0,3589.0,0.0
27.923,13.622,20.057,38.255,0.0,0.143,466300928.0,0.0,1170.0,22480.0,66300817408.0,54697984.0,4.72361046016e+11,2229493760.0,0.0,0.0,9093.0,10041.0,3172.0,0.0
20.902,12.169,41.768,25.089,0.0,0.072,329793536.0,0.0,8403090.0,8398192.0,66174148608.0,54697984.0,4.72696143872e+11,2021064704.0,0.0,0.0,6470.0,6636.0,1934.0,0.0
26.645,13.340,40.308,19.599,0.0,0.107,362389504.0,16384.0,1050.0,22464.0,66285555712.0,54706176.0,4.73054277632e+11,1551515648.0,0.0,0.0,7919.0,8645.0,2529.0,2.0
20.429,13.0,26.107,40.071,0.0,0.393,378089472.0,12288.0,8404200.0,8400642.0,66279079936.0,54714368.0,4.73234018304e+11,1378242560.0,0.0,0.0,6911.0,7256.0,2226.0,2.0
24.123,13.815,31.102,30.852,0.0,0.107,558870528.0,0.0,8404272.0,8400708.0,66413805568.0,54714368.0,4.73253093376e+11,1224441856.0,0.0,0.0,10429.0,11663.0,4126.0,0.0
31.090,13.638,34.185,20.871,0.0,0.216,555769856.0,0.0,8400054.0,8398978.0,66370256896.0,54714368.0,4.73318268928e+11,1202814976.0,0.0,0.0,11372.0,12776.0,4216.0,0.0
23.934,13.293,15.622,46.972,0.0,0.179,560332800.0,0.0,6831948.0,7437912.0,66168872960.0,54710272.0,4.73506594816e+11,1215877120.0,0.0,0.0,10293.0,10866.0,3618.0,0.0
25.457,13.804,27.035,33.596,0.0,0.108,559308800.0,16384.0,9977856.0,9373112.0,66455646208.0,54718464.0,4.73207164928e+11,1228525568.0,0.0,0.0,10583.0,11778.0,3995.0,2.0
28.003,13.733,24.776,33.345,0.0,0.143,559755264.0,0.0,8404176.0,8398308.0,66296729600.0,54718464.0,4.73309454336e+11,1285152768.0,0.0,0.0,14815.0,11317.0,3797.0,0.0
23.289,12.899,25.511,38.266,0.0,0.036,560357376.0,12288.0,920.0,22356.0,66385768448.0,54722560.0,4.73294671872e+11,1210892288.0,0.0,0.0,10154.0,10291.0,3487.0,2.0
25.779,12.567,20.408,40.995,0.0,0.251,559906816.0,110592.0,8403678.0,8400652.0,66461839360.0,54718464.0,4.7114377216e+11,3285725184.0,0.0,0.0,9698.0,11137.0,3771.0,2.0
24.544,10.698,24.508,40.072,0.0,0.179,559046656.0,0.0,8404536.0,8400618.0,66442190848.0,54718464.0,4.71702728704e+11,2746417152.0,0.0,0.0,11178.0,10962.0,3785.0,0.0
21.764,10.613,27.895,39.512,0.0,0.215,559149056.0,36864.0,8406150.0,8401404.0,66325323776.0,54726656.0,4.72263655424e+11,2302349312.0,0.0,0.0,11678.0,11008.0,3710.0,4.0
24.069,13.503,28.761,33.524,0.0,0.143,559661056.0,0.0,900.0,22380.0,66285350912.0,54726656.0,4.72818900992e+11,1787076608.0,0.0,0.0,9645.0,11005.0,3909.0,0.0
25.144,13.597,24.748,36.403,0.0,0.108,558469120.0,0.0,8403414.0,8397640.0,66214391808.0,54726656.0,4.73381605376e+11,1295331328.0,0.0,0.0,9954.0,11101.0,3775.0,0.0
27.263,13.524,28.873,30.125,0.0,0.215,557760512.0,36864.0,8407110.0,8399730.0,66306199552.0,54734848.0,4.73366867968e+11,1218252800.0,0.0,0.0,10797.0,11806.0,3982.0,8.0
24.356,13.233,27.325,34.907,0.0,0.179,559267840.0,0.0,840.0,22348.0,66266099712.0,54734848.0,4.73395744768e+11,1229475840.0,0.0,0.0,9108.0,10670.0,3680.0,0.0
26.085,13.886,32.652,27.269,0.0,0.108,421195776.0,16384.0,8406546.0,8400844.0,66279325696.0,54743040.0,4.71956307968e+11,2655678464.0,0.0,0.0,9234.0,9332.0,2857.0,2.0
27.839,14.009,20.315,37.657,0.0,0.179,483475456.0,0.0,840.0,22340.0,66448510976.0,54743040.0,4.72437968896e+11,2004832256.0,0.0,0.0,9581.0,10529.0,3224.0,0.0
22.350,13.252,15.294,48.961,0.0,0.143,558456832.0,24576.0,8406060.0,8400182.0,66251792384.0,54743040.0,4.7299477504e+11,1644744704.0,0.0,0.0,8343.0,9629.0,3352.0,1.0
25.152,13.527,17.618,43.595,0.0,0.108,557989888.0,12288.0,8404290.0,8400002.0,66260148224.0,54743040.0,4.73440423936e+11,1190739968.0,0.0,0.0,9764.0,11226.0,3782.0,1.0
27.136,13.711,24.264,34.709,0.0,0.179,497000448.0,28672.0,8404668.0,8395916.0,66273423360.0,54751232.0,4.73363566592e+11,1254313984.0,0.0,0.0,9367.0,10748.0,3472.0,3.0
24.767,13.350,20.401,41.231,0.0,0.251,558489600.0,32768.0,870.0,22448.0,66374397952.0,54763520.0,4.732319744e+11,1284919296.0,0.0,0.0,9927.0,10885.0,3719.0,3.0
26.092,14.245,25.555,34.073,0.0,0.036,557989888.0,0.0,8404200.0,8394958.0,66407301120.0,54763520.0,4.73168871424e+11,1315119104.0,0.0,0.0,10229.0,11876.0,4097.0,0.0
24.453,13.804,33.525,28.039,0.0,0.179,455647232.0,53248.0,8403690.0,8395990.0,66229948416.0,54763520.0,4.71487635456e+11,3173707776.0,0.0,0.0,8091.0,9418.0,2962.0,13.0
27.464,13.786,35.857,22.536,0.0,0.357,528449536.0,8192.0,1429.0,22456.0,66348556288.0,54763520.0,4.72011497472e+11,2531237888.0,0.0,0.0,9517.0,11633.0,3812.0,1.0
22.644,12.970,23.647,40.738,0.0,0.0,476934144.0,0.0,8396892.0,8401846.0,66338250752.0,54763520.0,4.72491982848e+11,2061058048.0,0.0,0.0,7758.0,8755.0,2821.0,0.0
25.878,13.118,20.645,40.251,0.0,0.108,557486080.0,45056.0,8395194.0,8400438.0,66444349440.0,54779904.0,4.73047076864e+11,1399848960.0,0.0,0.0,9682.0,11198.0,3817.0,5.0
26.004,14.168,25.430,34.254,0.0,0.143,559616000.0,0.0,8396325.0,8399706.0,66356576256.0,54779904.0,4.72873271296e+11,1661427712.0,0.0,0.0,10351.0,11575.0,3981.0,0.0
25.457,14.270,25.923,34.206,0.0,0.143,559595520.0,0.0,840.0,22604.0,66353983488.0,54779904.0,4.73256579072e+11,1280712704.0,0.0,0.0,19994.0,12005.0,3993.0,0.0
25.009,12.630,18.012,44.313,0.0,0.036,559849472.0,0.0,8398440.0,8424122.0,66442149888.0,54779904.0,4.73215688704e+11,1233436672.0,0.0,0.0,8841.0,10053.0,3442.0,0.0
26.931,13.698,22.818,36.445,0.0,0.107,559423488.0,0.0,8406802.0,8400314.0,66446336000.0,54784000.0,4.73203892224e+11,1241042944.0,0.0,0.0,10198.0,11519.0,3781.0,0.0
29.211,13.943,29.211,27.563,0.0,0.072,537387008.0,16384.0,8405016.0,8391542.0,66343260160.0,54792192.0,4.73310756864e+11,1237245952.0,0.0,0.0,10002.0,11769.0,3868.0,2.0
27.445,13.257,26.514,32.641,0.0,0.143,467628032.0,12288.0,810.0,22464.0,66261192704.0,54800384.0,4.73397796864e+11,1232265216.0,0.0,0.0,8855.0,9587.0,3010.0,2.0
20.923,11.981,52.575,14.485,0.0,0.036,151715840.0,0.0,8403084.0,8400774.0,66284380160.0,54800384.0,4.7338369024e+11,1223184384.0,0.0,0.0,4768.0,4578.0,879.0,0.0
25.009,13.544,22.967,38.373,0.0,0.107,559394816.0,0.0,8404674.0,8399586.0,66524844032.0,54804480.0,4.73172987904e+11,1193418752.0,0.0,0.0,9731.0,10836.0,3643.0,0.0
23.559,14.178,22.055,40.064,0.0,0.143,559394816.0,0.0,1212.0,22448.0,66522431488.0,54804480.0,4.7312994304e+11,1238876160.0,0.0,0.0,11713.0,11020.0,3885.0,0.0
28.377,14.081,21.211,36.259,0.0,0.072,492003328.0,16384.0,8406240.0,8396476.0,66352123904.0,54812672.0,4.7325134848e+11,1287770112.0,0.0,0.0,21169.0,10532.0,3319.0,2.0
25.931,12.357,17.514,44.019,0.0,0.179,557477888.0,0.0,8404614.0,8399506.0,66189045760.0,54812672.0,4.73489584128e+11,1212612608.0,0.0,0.0,10229.0,11115.0,3805.0,0.0
26.109,13.519,20.708,39.557,0.0,0.107,557854720.0,12288.0,1040.0,22372.0,66226724864.0,54820864.0,4.73442971648e+11,1221537792.0,0.0,0.0,10874.0,11615.0,3862.0,2.0
23.430,13.419,19.089,43.990,0.0,0.072,558030848.0,0.0,8403288.0,8399380.0,66395336704.0,54820864.0,4.73271332864e+11,1224564736.0,0.0,0.0,8702.0,9855.0,3401.0,0.0
29.943,14.040,24.606,31.268,0.0,0.143,558268416.0,0.0,8403762.0,8398698.0,66403540992.0,54820864.0,4.73290018816e+11,1197674496.0,0.0,0.0,11292.0,12853.0,4192.0,0.0
25.331,15.084,26.693,32.856,0.0,0.036,554037248.0,16384.0,8404014.0,8399554.0,66637611008.0,54829056.0,4.72255533056e+11,1998082048.0,0.0,0.0,10991.0,11860.0,4049.0,2.0
25.833,13.794,26.120,34.145,0.0,0.107,559902720.0,0.0,8405730.0,8401330.0,66485432320.0,54829056.0,4.728162304e+11,1589563392.0,0.0,0.0,10966.0,11819.0,4031.0,0.0
19.677,11.059,27.684,41.544,0.0,0.036,558735360.0,0.0,8403594.0,8400338.0,66458611712.0,54829056.0,4.731702272e+11,1262387200.0,0.0,0.0,10055.0,11305.0,4112.0,0.0
23.929,12.607,30.357,33.0,0.0,0.107,558759936.0,122880.0,1060.0,22416.0,66601795584.0,54833152.0,4.73096351744e+11,1193074688.0,0.0,0.0,10535.0,12094.0,4334.0,4.0
19.278,11.159,28.004,41.452,0.0,0.107,559460352.0,0.0,8403624.0,8400264.0,66450337792.0,54833152.0,4.73221410816e+11,1219473408.0,0.0,0.0,9902.0,10996.0,3932.0,0.0
26.813,12.455,39.340,21.321,0.0,0.072,550195200.0,36864.0,1052.0,22488.0,66596556800.0,54841344.0,4.73106243584e+11,1188413440.0,0.0,0.0,10284.0,12235.0,4283.0,4.0
20.415,11.784,11.067,56.698,0.0,0.036,546394112.0,0.0,8402068.0,8398484.0,66251960320.0,54841344.0,4.73427341312e+11,1211912192.0,0.0,0.0,8291.0,9343.0,3218.0,0.0
24.535,13.233,27.253,34.907,0.0,0.072,557793280.0,0.0,8403876.0,8397674.0,66354532352.0,54841344.0,4.73291984896e+11,1244696576.0,0.0,0.0,9971.0,11233.0,3891.0,0.0
29.108,15.002,18.188,37.630,0.0,0.072,557789184.0,28672.0,8402526.0,8399450.0,66392068096.0,54849536.0,4.71353679872e+11,3145457664.0,0.0,0.0,22113.0,11582.0,3763.0,7.0
25.931,13.682,30.766,29.585,0.0,0.036,558149632.0,12288.0,840.0,22340.0,66505297920.0,54857728.0,4.71909916672e+11,2475982848.0,0.0,0.0,9101.0,11252.0,3802.0,2.0
24.259,13.183,22.365,39.764,0.0,0.429,559235072.0,32768.0,8409232.0,8399976.0,66394640384.0,54865920.0,4.724711424e+11,2025406464.0,0.0,0.0,10450.0,10815.0,3499.0,3.0
25.948,13.744,18.253,41.947,0.0,0.107,557527040.0,0.0,8518950.0,8402740.0,66431279104.0,54865920.0,4.73029664768e+11,1430245376.0,0.0,0.0,9944.0,11248.0,3744.0,0.0
25.125,13.763,19.677,41.147,0.0,0.287,557834240.0,28672.0,8401440.0,8398952.0,66540015616.0,54865920.0,4.71757963264e+11,2593210368.0,0.0,0.0,10274.0,11641.0,3915.0,1.0
26.112,13.056,27.475,33.286,0.0,0.072,508911616.0,8192.0,1461.0,22572.0,66576117760.0,54865920.0,4.7226331136e+11,2051760128.0,0.0,0.0,9993.0,10566.0,3570.0,2.0
22.501,11.609,24.686,41.096,0.0,0.107,559378432.0,0.0,8404068.0,8401096.0,66400247808.0,54865920.0,4.7282466816e+11,1666273280.0,0.0,0.0,9500.0,10398.0,3533.0,0.0
21.219,11.828,25.448,41.398,0.0,0.108,559988736.0,98304.0,8405322.0,8399842.0,66583379968.0,54882304.0,4.73071915008e+11,1235877888.0,0.0,0.0,9503.0,10360.0,3682.0,6.0
27.634,12.760,30.717,28.746,0.0,0.143,516878336.0,0.0,8402806.0,8398450.0,66525724672.0,54882304.0,4.73125720064e+11,1239728128.0,0.0,0.0,10625.0,11345.0,3743.0,0.0
21.697,12.245,26.208,39.742,0.0,0.107,557776896.0,49152.0,1052.0,22528.0,66560819200.0,54882304.0,4.72942419968e+11,1387933696.0,0.0,0.0,8609.0,10231.0,3605.0,10.0
22.656,12.813,19.828,44.596,0.0,0.107,522686464.0,8192.0,8404764.0,8398560.0,66497490944.0,54882304.0,4.72401969152e+11,1991712768.0,0.0,0.0,10566.0,9738.0,3178.0,1.0
22.099,11.103,27.256,39.398,0.0,0.143,556552192.0,0.0,16808950.0,16776140.0,66535206912.0,54882304.0,4.7296108544e+11,1394880512.0,0.0,0.0,9955.0,11025.0,3787.0,0.0
18.162,9.615,36.930,35.221,0.0,0.071,557121536.0,32768.0,840.0,22428.0,66586771456.0,54886400.0,4.73112793088e+11,1191604224.0,0.0,0.0,8960.0,10832.0,3987.0,3.0
25.663,9.677,31.326,33.226,0.0,0.108,556646400.0,12288.0,1202.0,22620.0,66664960000.0,54915072.0,4.73035341824e+11,1190838272.0,0.0,0.0,10091.0,11901.0,4201.0,2.0
21.0,9.821,24.429,44.643,0.0,0.107,541437952.0,0.0,8401710.0,8400196.0,66523803648.0,54915072.0,4.7315095552e+11,1216380928.0,0.0,0.0,9305.0,9549.0,3268.0,0.0
25.135,10.916,31.957,31.849,0.0,0.144,539717632.0,0.0,1690.0,23200.0,66574721024.0,54919168.0,4.73069899776e+11,1246515200.0,0.0,0.0,10860.0,11476.0,3816.0,0.0
23.284,10.061,18.972,47.610,0.0,0.072,557895680.0,0.0,8403770.0,8398346.0,66477084672.0,54923264.0,4.72134590464e+11,2279456768.0,0.0,0.0,12011.0,10450.0,3599.0,0.0
20.029,10.014,20.890,48.995,0.0,0.072,558669824.0,16384.0,8404494.0,8400776.0,66465882112.0,54931456.0,4.72694460416e+11,1730781184.0,0.0,0.0,9468.0,10416.0,3753.0,2.0
20.351,9.817,27.983,41.705,0.0,0.143,558178304.0,0.0,8403360.0,8399668.0,66711982080.0,54939648.0,4.72963465216e+11,1215668224.0,0.0,0.0,8781.0,10838.0,3950.0,0.0
20.494,9.263,28.290,41.810,0.0,0.143,558546944.0,12288.0,8403272.0,8397490.0,66715877376.0,54947840.0,4.7297456128e+11,1200668672.0,0.0,0.0,9340.0,10879.0,3907.0,2.0
19.842,9.688,29.996,40.402,0.0,0.072,558026752.0,0.0,1110.0,22858.0,66637574144.0,54947840.0,4.73013686272e+11,1239846912.0,0.0,0.0,8761.0,11115.0,4074.0,0.0
23.508,12.761,27.606,35.981,0.0,0.144,557150208.0,0.0,8406924.0,8395560.0,66640728064.0,54943744.0,4.73054916608e+11,1195466752.0,0.0,0.0,9997.0,11353.0,3848.0,0.0
21.952,12.370,25.670,39.864,0.0,0.143,557613056.0,16384.0,8403636.0,8401362.0,66720313344.0,54951936.0,4.72965869568e+11,1204920320.0,0.0,0.0,9941.0,11265.0,3913.0,2.0
25.746,12.010,25.207,36.821,0.0,0.216,557056000.0,0.0,2832438.0,1798662.0,66745606144.0,54951936.0,4.72917721088e+11,1227776000.0,0.0,0.0,12622.0,11973.0,4063.0,0.0
21.873,11.830,23.838,42.316,0.0,0.143,558223360.0,0.0,5571276.0,6624120.0,66581102592.0,54951936.0,4.73069215744e+11,1240784896.0,0.0,0.0,9269.0,10948.0,3906.0,0.0
21.017,11.314,23.416,44.110,0.0,0.143,557973504.0,12288.0,8405598.0,8400174.0,66665689088.0,54960128.0,4.73020403712e+11,1205002240.0,0.0,0.0,10183.0,10656.0,3718.0,2.0
18.589,10.781,30.516,39.971,0.0,0.143,557961216.0,0.0,8396814.0,8401772.0,66703134720.0,54968320.0,4.72964263936e+11,1223688192.0,0.0,0.0,9420.0,10635.0,3851.0,0.0
25.108,12.986,27.338,34.532,0.0,0.036,557465600.0,16384.0,930.0,22472.0,66693537792.0,54976512.0,4.72954523648e+11,1243017216.0,0.0,0.0,10792.0,12327.0,4349.0,2.0
24.050,12.724,51.649,11.398,0.0,0.179,354557952.0,0.0,840.0,22420.0,66803257344.0,54976512.0,4.71358517248e+11,2729304064.0,0.0,0.0,8236.0,9173.0,2736.0,0.0
20.408,11.851,23.738,43.895,0.0,0.107,560041984.0,0.0,8400906.0,8400130.0,66638733312.0,54976512.0,4.71912914944e+11,2339430400.0,0.0,0.0,8666.0,10158.0,3644.0,0.0
23.791,12.397,34.862,28.843,0.0,0.107,455614464.0,114688.0,8400192.0,8398986.0,66835931136.0,54976512.0,4.72371351552e+11,1683795968.0,0.0,0.0,16656.0,9472.0,3051.0,2.0
27.511,11.944,20.158,40.208,0.0,0.179,544665600.0,12288.0,8403546.0,8400576.0,66660728832.0,54984704.0,4.7291613184e+11,1314209792.0,0.0,0.0,10939.0,10902.0,3618.0,2.0
19.729,12.487,24.295,43.311,0.0,0.178,558112768.0,36864.0,8405952.0,8400966.0,66662170624.0,54996992.0,4.72955613184e+11,1273274368.0,0.0,0.0,9692.0,9748.0,3348.0,4.0
23.239,13.264,24.312,39.042,0.0,0.143,557490176.0,0.0,840.0,22404.0,66535276544.0,54996992.0,4.73103536128e+11,1252245504.0,0.0,0.0,19316.0,11613.0,4160.0,0.0
24.991,11.994,17.329,45.542,0.0,0.143,557830144.0,4096.0,8403378.0,8399250.0,66481987584.0,54996992.0,4.72588345344e+11,1820725248.0,0.0,0.0,9573.0,10818.0,3572.0,1.0
23.129,11.242,24.705,40.745,0.0,0.179,557518848.0,28672.0,8404015.0,8398532.0,66631372800.0,54996992.0,4.73031438336e+11,1228247040.0,0.0,0.0,9892.0,11402.0,3995.0,7.0
20.136,11.803,27.539,40.415,0.0,0.107,557199360.0,0.0,8405010.0,8400642.0,66570854400.0,54996992.0,4.73127735296e+11,1192468480.0,0.0,0.0,10340.0,11500.0,4029.0,0.0
21.377,11.693,31.528,35.366,0.0,0.036,558612480.0,28672.0,1110.0,22464.0,66710409216.0,55013376.0,4.72966660096e+11,1213972480.0,0.0,0.0,10371.0,11578.0,4084.0,4.0
16.315,9.374,33.775,40.394,0.0,0.143,558817280.0,0.0,8404344.0,8400180.0,66720440320.0,55013376.0,4.72948781056e+11,1221820416.0,0.0,0.0,9729.0,10946.0,4114.0,0.0
21.547,10.612,35.719,32.050,0.0,0.072,559095808.0,24576.0,8401894.0,8399118.0,66747142144.0,55017472.0,4.72912945152e+11,1230950400.0,0.0,0.0,10609.0,11915.0,4222.0,1.0
20.659,12.388,27.497,39.098,0.0,0.358,559493120.0,12288.0,8406324.0,8397442.0,66705620992.0,55017472.0,4.72204599296e+11,1980817408.0,0.0,0.0,9980.0,11325.0,3921.0,2.0
18.019,9.225,40.093,32.556,0.0,0.108,559665152.0,0.0,1922.0,45004.0,66745536512.0,55017472.0,4.72703299584e+11,1442201600.0,0.0,0.0,10024.0,10821.0,4037.0,0.0
21.331,11.167,32.033,35.397,0.0,0.072,559267840.0,32768.0,8402754.0,8396738.0,66585329664.0,55025664.0,4.730896384e+11,1216061440.0,0.0,0.0,9595.0,11416.0,4163.0,3.0
19.442,9.864,30.379,39.921,0.0,0.393,559292416.0,28672.0,8404626.0,8396534.0,66631073792.0,55033856.0,4.73042927616e+11,1217019904.0,0.0,0.0,9135.0,10282.0,3664.0,3.0
22.453,9.971,32.640,34.792,0.0,0.143,558469120.0,12288.0,840.0,22468.0,66638331904.0,55033856.0,4.7305025536e+11,1202434048.0,0.0,0.0,10754.0,12326.0,4257.0,3.0
19.691,10.349,34.819,34.998,0.0,0.144,560091136.0,8192.0,8402694.0,8396432.0,66528505856.0,55033856.0,4.73091571712e+11,1270943744.0,0.0,0.0,8687.0,10223.0,3641.0,1.0
19.512,9.720,27.798,42.862,0.0,0.108,559525888.0,0.0,8406298.0,8400642.0,66601000960.0,55033856.0,4.7303929856e+11,1250721792.0,0.0,0.0,9386.0,10900.0,3818.0,0.0
18.822,10.417,32.579,38.039,0.0,0.144,559493120.0,32768.0,8399988.0,8400672.0,66678145024.0,55042048.0,4.71957221376e+11,2255646720.0,0.0,0.0,9595.0,11120.0,3998.0,3.0
23.569,12.160,27.861,36.338,0.0,0.072,559288320.0,0.0,870.0,22560.0,66577633280.0,55042048.0,4.7251775488e+11,1795624960.0,0.0,0.0,11078.0,11839.0,4228.0,0.0
22.481,12.298,23.306,41.843,0.0,0.072,559517696.0,12288.0,8403500.0,8402256.0,66810351616.0,55050240.0,4.7287478272e+11,1205870592.0,0.0,0.0,10510.0,11377.0,4081.0,2.0
22.047,11.274,26.879,39.692,0.0,0.107,560037888.0,0.0,8400060.0,8398956.0,66633703424.0,55054336.0,4.73029840896e+11,1227456512.0,0.0,0.0,9522.0,10580.0,3679.0,0.0
22.972,12.755,25.259,38.621,0.0,0.393,559513600.0,0.0,1050.0,22560.0,66478493696.0,55054336.0,4.73181790208e+11,1230716928.0,0.0,0.0,10493.0,11763.0,4192.0,0.0
22.163,11.636,27.282,38.776,0.0,0.143,559403008.0,16384.0,8403822.0,8397446.0,66491904000.0,55062528.0,4.73158541312e+11,1240547328.0,0.0,0.0,10867.0,11738.0,4203.0,2.0
20.388,9.620,36.540,33.417,0.0,0.036,559865856.0,0.0,8405022.0,8398834.0,66578759680.0,55062528.0,4.73089736704e+11,1222496256.0,0.0,0.0,10231.0,10916.0,3921.0,0.0
27.576,12.819,36.373,23.160,0.0,0.072,559554560.0,0.0,780.0,22516.0,66645839872.0,55062528.0,4.73012350976e+11,1232801792.0,0.0,0.0,14438.0,12511.0,4324.0,0.0
22.282,12.411,21.030,44.206,0.0,0.072,559837184.0,12288.0,8404688.0,8399574.0,66502836224.0,55070720.0,4.71671386112e+11,2716762112.0,0.0,0.0,9916.0,10833.0,3672.0,2.0
17.533,9.035,32.126,41.305,0.0,0.0,559288320.0,0.0,8405142.0,8398842.0,66699325440.0,55070720.0,4.7223169024e+11,1959968768.0,0.0,0.0,9452.0,10549.0,4014.0,0.0
